nace.code;nace.title;workunit;urlSlug;isco.code;isco.title;isco.code.major;isco.title.major;direction.id;direction.title;direction.urlSlug
A;Zemědělství, lesnictví, rybářství;Agronom;agronom;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel terarijních zvířat;chovatel-terarijnich-zvir;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a ošetřovatel prasat;chovatel-a-osetrovatel-pr;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a ošetřovatel ovcí a koz;chovatel-a-osetrovatel-ov;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel služebních zvířat;chovatel-sluzebnich-zvira;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a ošetřovatel kožešinových zvířat;chovatel-a-osetrovatel-ko;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel laboratorních zvířat;chovatel-laboratornich-zv;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a ošetřovatel drůbeže a běžců;chovatel-a-osetrovatel-dr;6122;Chovatelé drůbeže;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a jezdec koní;chovatel-a-jezdec-koni;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a ošetřovatel skotu;chovatel-a-osetrovatel-sk;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel zvířat v zoo;chovatel-zvirat-v-zoo;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel exotických ptáků;chovatel-exotickych-ptaku;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel včel;chovatel-vcel;6123;Včelaři a chovatelé bource morušového;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel vodní drůbeže;chovatel-vodni-drubeze;6122;Chovatelé drůbeže;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel okrasných a akvarijních ryb;chovatel-okrasnych-a-akva;6221;Kvalifikovaní pracovníci v oblasti akvakultury;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel koní;chovatel-koni;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a jezdec sportovních koní;chovatel-a-jezdec-sportov;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a jezdec dostihových koní;chovatel-a-jezdec-dostiho;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Chovatel a jezdec pro přípravu a testaci mladých koní;chovatel-a-jezdec-pro-pri;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Dopravce dříví;dopravce-drivi;8341;Řidiči a obsluha zemědělských a lesnických strojů;8;Obsluha strojů a zařízení, montéři;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Europodkovář;europodkovar;7221;Kováři;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Florista;florista;6113;Zahradníci a pěstitelé v zahradnických školkách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Greenkeeper specialista;greenkeeper-specialista;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Greenkeeper;greenkeeper;6113;Zahradníci a pěstitelé v zahradnických školkách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Hodnotitel vína;hodnotitel-vina;7515;Ochutnávači, degustátoři a kontroloři kvality potravin a nápojů a příbuzní pracovníci;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Hodnotitel koní;hodnotitel-koni;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Inseminační technik;inseminacni-technik;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Květinář;kvetinar;6113;Zahradníci a pěstitelé v zahradnických školkách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Krajinář;krajinar;6113;Zahradníci a pěstitelé v zahradnických školkách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Kočí;koci;9332;Kočí;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Kočí v lesní těžbě;koci-v-lesni-tezbe;9332;Kočí;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Lesní inženýr pro pěstební činnost a školkařství;lesni-inzenyr-pro-pestebn;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní technik školkař;lesni-technik-skolkar;3143;Technici v oblasti lesnictví a myslivosti;3;Techničtí a odborní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní technik myslivec;lesni-technik-myslivec;3143;Technici v oblasti lesnictví a myslivosti;3;Techničtí a odborní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní technik taxátor;lesni-technik-taxator;3143;Technici v oblasti lesnictví a myslivosti;3;Techničtí a odborní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní inženýr zařizovatel;lesni-inzenyr-zarizovatel;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní inženýr správce;lesni-inzenyr-spravce;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní technik lesník pro pěstební činnost;lesni-technik-lesnik-pro-;3143;Technici v oblasti lesnictví a myslivosti;3;Techničtí a odborní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní technik pro obchod, expedici a dopravu dříví;lesni-technik-pro-obchod-;3322;Obchodní zástupci;3;Techničtí a odborní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní technik pro obchod, expedici a dopravu dříví;lesni-technik-pro-obchod-;3331;Odbytoví a přepravní agenti, celní deklaranti;3;Techničtí a odborní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní inženýr pro těžební činnost;lesni-inzenyr-pro-tezebni;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní technik lesník pro těžební činnost;lesni-technik-lesnik-pro-b678;3143;Technici v oblasti lesnictví a myslivosti;3;Techničtí a odborní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní inženýr pro obchod, expedici a dopravu dříví;lesni-inzenyr-pro-obchod-;2141;Specialisté v oblasti průmyslového inženýrství a v příbuzných oblastech;2;Specialisté;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní inženýr pro obchod, expedici a dopravu dříví;lesni-inzenyr-pro-obchod-;2433;Specialisté v oblasti prodeje a nákupu produktů a služeb (kromě informačních a komunikačních technologií);2;Specialisté;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Lesní dělník;lesni-delnik;9215;Pomocní pracovníci v lesnictví a myslivosti;9;Pomocní a nekvalifikovaní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Líhňař;lihnar;6221;Kvalifikovaní pracovníci v oblasti akvakultury;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Mechanizátor pro soustřeďování dříví;mechanizator-pro-soustred;8341;Řidiči a obsluha zemědělských a lesnických strojů;8;Obsluha strojů a zařízení, montéři;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Mechanizátor pro pěstební činnost;mechanizator-pro-pestebni;8341;Řidiči a obsluha zemědělských a lesnických strojů;8;Obsluha strojů a zařízení, montéři;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Mechanizátor pro výrobu sazenic v lesních školkách;mechanizator-pro-vyrobu-s;8341;Řidiči a obsluha zemědělských a lesnických strojů;8;Obsluha strojů a zařízení, montéři;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Obsluha mobilních štěpkovacích strojů;obsluha-mobilnich-stepkov;8341;Řidiči a obsluha zemědělských a lesnických strojů;8;Obsluha strojů a zařízení, montéři;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Ošetřovatel zvířat v zoo;osetrovatel-zvirat-v-zoo;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Ovocnář;ovocnar;6112;Ovocnáři, vinohradníci, chmelaři a ostatní pěstitelé plodů rostoucích na stromech a keřích;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Ošetřovatel koní;osetrovatel-koni;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Opravář strojů a zařízení v pěstování rostlin;opravar-stroju-a-zarizeni;7233;Mechanici a opraváři zemědělských, průmyslových a jiných strojů a zařízení;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Opravář strojů a zařízení v chovu zvířat;opravar-stroju-a-zarizeni-3c34;7233;Mechanici a opraváři zemědělských, průmyslových a jiných strojů a zařízení;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Opravář malé zemědělské mechanizace;opravar-male-zemedelske-m;7233;Mechanici a opraváři zemědělských, průmyslových a jiných strojů a zařízení;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Opravář zemědělských strojů;opravar-zemedelskych-stro-7520;7233;Mechanici a opraváři zemědělských, průmyslových a jiných strojů a zařízení;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pěstitel polní zeleniny;pestitel-polni-zeleniny;6111;Pěstitelé zemědělských plodin;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pomocný zahradník;pomocny-zahradnik;9214;Pomocní pracovníci v zahradnictví;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pěstitel základních plodin;pestitel-zakladnich-plodi;6111;Pěstitelé zemědělských plodin;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Producent krmného hmyzu;producent-krmneho-hmyzu;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Producent savců pro krmné a pokusné účely;producent-savcu-pro-krmne;5164;Chovatelé a ošetřovatelé zvířat v zařízeních určených pro chov a příbuzní pracovníci;5;Pracovníci ve službách a prodeji;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pomocník podkováře;pomocnik-podkovare;9212;Pomocní pracovníci v živočišné výrobě;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Podkovář specialista;podkovar-specialista;7221;Kováři;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pstruhař;pstruhar;6221;Kvalifikovaní pracovníci v oblasti akvakultury;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pěstitel chmele;pestitel-chmele;6112;Ovocnáři, vinohradníci, chmelaři a ostatní pěstitelé plodů rostoucích na stromech a keřích;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pěstitel léčivých rostlin;pestitel-lecivych-rostlin;6113;Zahradníci a pěstitelé v zahradnických školkách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pomocný pracovník v lesnictví a myslivosti;pomocny-pracovnik-v-lesni;9215;Pomocní pracovníci v lesnictví a myslivosti;9;Pomocní a nekvalifikovaní pracovníci;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Pomocný pracovník v zemědělství;pomocny-pracovnik-v-zemed-3f3a;9211;Pomocní pracovníci v rostlinné výrobě;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pomocný pracovník v zemědělství;pomocny-pracovnik-v-zemed-3f3a;9212;Pomocní pracovníci v živočišné výrobě;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Pomocný pracovník v zemědělství;pomocny-pracovnik-v-zemed-3f3a;9214;Pomocní pracovníci v zahradnictví;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Podkovář;podkovar;7221;Kováři;7;Řemeslníci a opraváři;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Rybářský specialista;rybarsky-specialista;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Ředitel malé organizace;reditel-male-organizace;1312;Řídící pracovníci v rybářství a akvakultuře;1;Zákonodárci a řídící pracovníci;1;Management;management
A;Zemědělství, lesnictví, rybářství;Ředitel malé organizace;reditel-male-organizace;1311;Řídící pracovníci v zemědělství, lesnictví, myslivosti a v oblasti životního prostředí;1;Zákonodárci a řídící pracovníci;1;Management;management
A;Zemědělství, lesnictví, rybářství;Rybář;rybar;6221;Kvalifikovaní pracovníci v oblasti akvakultury;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Rybář;rybar;6222;Rybáři ve vnitrozemských a pobřežních vodách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Rostlinolékařský technik;rostlinolekarsky-technik;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Rybářský technik;rybarsky-technik;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Rybníkář;rybnikar;6221;Kvalifikovaní pracovníci v oblasti akvakultury;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Specialista realizace a údržby zeleně;specialista-realizace-a-u;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Samostatný technik arborista;samostatny-technik-arbori;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Specialista vinohradník a vinař;specialista-vinohradnik-a;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Střihač ovcí;strihac-ovci;6121;Chovatelé hospodářských zvířat (kromě drůbeže);6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Samostatný vinohradník a vinař;samostatny-vinohradnik-a-;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Samostatný rybářský technik;samostatny-rybarsky-techn;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Specialista zahradnické výroby;specialista-zahradnicke-v;2132;Specialisté v oblasti zemědělství, lesnictví, rybářství a vodního hospodářství;2;Specialisté;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Školkař;skolkar;6113;Zahradníci a pěstitelé v zahradnických školkách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Sadovník;sadovnik;6113;Zahradníci a pěstitelé v zahradnických školkách;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Samostatný technik zahradnické výroby;samostatny-technik-zahrad;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Těžař dříví těžebně-dopravními stroji;tezar-drivi-tezebne-dopra;8341;Řidiči a obsluha zemědělských a lesnických strojů;8;Obsluha strojů a zařízení, montéři;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Technik zahradnické výroby;technik-zahradnicke-vyrob;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Těžař dříví motomanuální;tezar-drivi-motomanualni;6210;Kvalifikovaní pracovníci v lesnictví a příbuzných oblastech;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Technik arborista;technik-arborista;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Technik realizace a údržby zeleně;technik-realizace-a-udrzb;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Technik vinohradník a vinař;technik-vinohradnik-a-vin;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Údržba lesních cest;udrzba-lesnich-cest;8341;Řidiči a obsluha zemědělských a lesnických strojů;8;Obsluha strojů a zařízení, montéři;13;Lesní hospodářství;lesni-hospodarstvi
A;Zemědělství, lesnictví, rybářství;Údržba veřejné zeleně;udrzba-verejne-zelene;9214;Pomocní pracovníci v zahradnictví;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Včelař;vcelar;6123;Včelaři a chovatelé bource morušového;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Vedoucí greenkeeper;vedouci-greenkeeper;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Vinohradník a vinař;vinohradnik-a-vinar;6112;Ovocnáři, vinohradníci, chmelaři a ostatní pěstitelé plodů rostoucích na stromech a keřích;6;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Vazačské práce;vazacske-prace;9214;Pomocní pracovníci v zahradnictví;9;Pomocní a nekvalifikovaní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Veterinární lékař;veterinarni-lekar;2250;Veterinární lékaři;2;Specialisté;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Veterinární asistent;veterinarni-asistent;3240;Veterinární technici a asistenti;3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Veterinární technik;veterinarni-technik;3240;Veterinární technici a asistenti;3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
A;Zemědělství, lesnictví, rybářství;Zemědělský poradce pro rostlinnou výrobu;zemedelsky-poradce-pro-ro;3142;Technici v oblasti zemědělství, rybářství a vodohospodářství (kromě úpravy a rozvodu vody);3;Techničtí a odborní pracovníci;23;Zemědělství a veterinární péče;zemedelstvi-a-veterinarni-pece
